LOCATION,SUBJECT,TIME,Value
AUS,UPPSRY,1989,24.767881
AUS,UPPSRY,1991,24.714134
AUS,UPPSRY,1993,30.371763
AUS,UPPSRY,1994,27.12561
AUS,UPPSRY,1995,30.748701
AUS,UPPSRY,1997,29.003454
AUS,UPPSRY,1998,30.623333
AUS,UPPSRY,1999,30.696516
AUS,UPPSRY,2000,31.311945
AUS,UPPSRY,2001,29.946537
AUS,UPPSRY,2002,30.189898
AUS,UPPSRY,2003,31.166031
AUS,UPPSRY,2004,33.297886
AUS,UPPSRY,2005,33.340881
AUS,UPPSRY,2006,33.687943
AUS,UPPSRY,2007,34.44656
AUS,UPPSRY,2008,33.785992
AUS,UPPSRY,2009,34.146122
AUS,UPPSRY,2010,35.602947
AUS,UPPSRY,2011,35.735386
AUS,UPPSRY,2012,35.154247
AUS,UPPSRY,2013,36.17564
AUS,UPPSRY,2014,35.202309
AUS,UPPSRY,2015,36.130348
AUS,UPPSRY,2016,36.188747
AUS,UPPSRY,2017,35.631668
AUS,UPPSRY,2018,36.163879
AUS,UPPSRY,2019,35.737366
AUS,UPPSRY,2020,34.417572
AUT,BUPPSRY,2004,23.66626
AUT,BUPPSRY,2005,23.055067
AUT,BUPPSRY,2006,19.871609
AUT,BUPPSRY,2007,20.062889
AUT,BUPPSRY,2008,19.120087
AUT,BUPPSRY,2009,18.354979
AUT,BUPPSRY,2010,17.647495
AUT,BUPPSRY,2011,17.636829
AUT,BUPPSRY,2012,17.08353
AUT,BUPPSRY,2013,17.028002
AUT,BUPPSRY,2014,16.143999
AUT,BUPPSRY,2015,15.351305
AUT,BUPPSRY,2016,15.471591
AUT,BUPPSRY,2017,15.037577
AUT,BUPPSRY,2018,14.702526
AUT,BUPPSRY,2019,14.435863
AUT,BUPPSRY,2020,14.341329
AUT,TRY,2004,24.783438
AUT,TRY,2005,24.639351
AUT,TRY,2006,25.356432
AUT,TRY,2007,25.092672
AUT,TRY,2008,26.191858
AUT,TRY,2009,26.895824
AUT,TRY,2010,27.743721
AUT,TRY,2011,27.956152
AUT,TRY,2012,28.739943
AUT,TRY,2013,29.738844
AUT,TRY,2014,29.904896
AUT,TRY,2015,30.550726
AUT,TRY,2016,31.383963
AUT,TRY,2017,32.39439
AUT,TRY,2018,32.711426
AUT,TRY,2019,33.773777
AUT,TRY,2020,34.205894
AUT,UPPSRY,2004,51.550304
AUT,UPPSRY,2005,52.305584
AUT,UPPSRY,2006,54.771961
AUT,UPPSRY,2007,54.844437
AUT,UPPSRY,2008,54.688057
AUT,UPPSRY,2009,54.749195
AUT,UPPSRY,2010,54.608784
AUT,UPPSRY,2011,54.407017
AUT,UPPSRY,2012,54.176529
AUT,UPPSRY,2013,53.233154
AUT,UPPSRY,2014,53.951103
AUT,UPPSRY,2015,54.097969
AUT,UPPSRY,2016,53.144444
AUT,UPPSRY,2017,52.568035
AUT,UPPSRY,2018,52.586048
AUT,UPPSRY,2019,51.790359
AUT,UPPSRY,2020,51.452774
BEL,BUPPSRY,1989,62.723583
BEL,BUPPSRY,1991,56.83075
BEL,BUPPSRY,1992,54.736912
BEL,BUPPSRY,1994,50.637184
BEL,BUPPSRY,1995,46.545418
BEL,BUPPSRY,2000,41.47678
BEL,BUPPSRY,2001,40.536442
BEL,BUPPSRY,2002,39.196617
BEL,BUPPSRY,2003,37.952141
BEL,BUPPSRY,2004,35.708241
BEL,BUPPSRY,2005,33.903755
BEL,BUPPSRY,2006,33.057926
BEL,BUPPSRY,2007,32.046577
BEL,BUPPSRY,2008,30.423817
BEL,BUPPSRY,2009,29.427107
BEL,BUPPSRY,2010,29.500488
BEL,BUPPSRY,2011,28.733294
BEL,BUPPSRY,2012,28.356371
BEL,BUPPSRY,2013,27.241648
BEL,BUPPSRY,2014,26.44935
BEL,BUPPSRY,2015,25.322903
BEL,BUPPSRY,2016,24.905834
BEL,BUPPSRY,2017,23.202787
BEL,BUPPSRY,2018,21.773218
BEL,BUPPSRY,2019,21.313864
BEL,BUPPSRY,2020,20.218918
BEL,TRY,1989,16.86467
BEL,TRY,1991,19.620007
BEL,TRY,1992,20.226023
BEL,TRY,1994,22.345255
BEL,TRY,1995,24.604177
BEL,TRY,2000,27.084993
BEL,TRY,2001,27.626753
BEL,TRY,2002,28.134819
BEL,TRY,2003,29.031809
BEL,TRY,2004,30.40086
BEL,TRY,2005,31.045088
BEL,TRY,2006,31.754845
BEL,TRY,2007,32.094864
BEL,TRY,2008,32.310043
BEL,TRY,2009,33.397053
BEL,TRY,2010,34.989502
BEL,TRY,2011,34.612984
BEL,TRY,2012,35.316551
BEL,TRY,2013,35.535332
BEL,TRY,2014,36.855022
BEL,TRY,2015,36.857422
BEL,TRY,2016,37.503956
BEL,TRY,2017,40.257053
BEL,TRY,2018,40.638546
BEL,TRY,2019,40.67009
BEL,TRY,2020,42.442284
BEL,UPPSRY,1989,20.411747
BEL,UPPSRY,1991,23.549244
BEL,UPPSRY,1992,25.037067
BEL,UPPSRY,1994,27.017561
BEL,UPPSRY,1995,28.850407
BEL,UPPSRY,2000,31.438227
BEL,UPPSRY,2001,31.836805
BEL,UPPSRY,2002,32.668564
BEL,UPPSRY,2003,33.016048
BEL,UPPSRY,2004,33.8909
BEL,UPPSRY,2005,35.051159
BEL,UPPSRY,2006,35.187229
BEL,UPPSRY,2007,35.858559
BEL,UPPSRY,2008,37.26614
BEL,UPPSRY,2009,37.175842
BEL,UPPSRY,2010,35.51001
BEL,UPPSRY,2011,36.653725
BEL,UPPSRY,2012,36.32708
BEL,UPPSRY,2013,37.223022
BEL,UPPSRY,2014,36.695625
BEL,UPPSRY,2015,37.819675
BEL,UPPSRY,2016,37.59021
BEL,UPPSRY,2017,36.540157
BEL,UPPSRY,2018,37.588238
BEL,UPPSRY,2019,38.016045
BEL,UPPSRY,2020,37.338799
CAN,BUPPSRY,1981,38.953987
CAN,BUPPSRY,1990,31.034004
CAN,BUPPSRY,1991,29.99659
CAN,BUPPSRY,1992,28.664516
CAN,BUPPSRY,1993,26.689636
CAN,BUPPSRY,1994,26.150627
CAN,BUPPSRY,1995,24.862947
CAN,BUPPSRY,1996,23.648046
CAN,BUPPSRY,1997,22.245962
CAN,BUPPSRY,1998,21.320238
CAN,BUPPSRY,1999,20.417206
CAN,BUPPSRY,2000,19.332481
CAN,BUPPSRY,2001,18.011751
CAN,BUPPSRY,2002,17.321903
CAN,BUPPSRY,2003,16.267523
CAN,BUPPSRY,2004,15.686501
CAN,BUPPSRY,2005,14.816504
CAN,BUPPSRY,2006,14.457152
CAN,BUPPSRY,2007,13.494848
CAN,BUPPSRY,2008,13.003522
CAN,BUPPSRY,2009,12.468069
CAN,BUPPSRY,2010,11.736887
CAN,BUPPSRY,2011,11.368477
CAN,BUPPSRY,2012,11.035321
CAN,BUPPSRY,2013,10.45779
CAN,BUPPSRY,2014,10.011459
CAN,BUPPSRY,2015,9.5978909
CAN,BUPPSRY,2016,9.3911886
CAN,BUPPSRY,2017,8.8729382
CAN,BUPPSRY,2018,8.3779144
CAN,BUPPSRY,2019,8.1420355
CAN,BUPPSRY,2020,7.5580816
CAN,TRY,1981,23.179003
CAN,TRY,1990,28.036085
CAN,TRY,1991,28.271395
CAN,TRY,1992,29.020555
CAN,TRY,1993,30.386959
CAN,TRY,1994,33.485878
CAN,TRY,1995,34.537247
CAN,TRY,1996,35.634304
CAN,TRY,1997,37.415951
CAN,TRY,1998,38.258327
CAN,TRY,1999,39.376038
CAN,TRY,2000,40.105782
CAN,TRY,2001,41.881519
CAN,TRY,2002,42.873188
CAN,TRY,2003,44.123833
CAN,TRY,2004,44.548969
CAN,TRY,2005,45.976749
CAN,TRY,2006,46.881516
CAN,TRY,2007,48.181564
CAN,TRY,2008,48.706802
CAN,TRY,2009,49.290722
CAN,TRY,2010,50.311695
CAN,TRY,2011,51.033012
CAN,TRY,2012,52.305416
CAN,TRY,2013,52.971439
CAN,TRY,2014,53.61496
CAN,TRY,2015,55.17366
CAN,TRY,2016,56.265068
CAN,TRY,2017,56.71452
CAN,TRY,2018,57.888363
CAN,TRY,2019,59.374844
CAN,TRY,2020,59.961113
CAN,UPPSRY,1981,37.867012
CAN,UPPSRY,1990,40.929909
CAN,UPPSRY,1991,41.732014
CAN,UPPSRY,1992,42.314926
CAN,UPPSRY,1993,42.923405
CAN,UPPSRY,1994,40.363495
CAN,UPPSRY,1995,40.599808
CAN,UPPSRY,1996,40.717648
CAN,UPPSRY,1997,40.338089
CAN,UPPSRY,1998,40.421432
CAN,UPPSRY,1999,40.206757
CAN,UPPSRY,2000,40.561737
CAN,UPPSRY,2001,40.106728
CAN,UPPSRY,2002,39.804909
CAN,UPPSRY,2003,39.608646
CAN,UPPSRY,2004,39.76453
CAN,UPPSRY,2005,39.206749
CAN,UPPSRY,2006,38.661331
CAN,UPPSRY,2007,38.323586
CAN,UPPSRY,2008,38.289677
CAN,UPPSRY,2009,38.241207
CAN,UPPSRY,2010,37.95142
CAN,UPPSRY,2011,37.598511
CAN,UPPSRY,2012,36.659264
CAN,UPPSRY,2013,36.57077
CAN,UPPSRY,2014,36.373581
CAN,UPPSRY,2015,35.228447
CAN,UPPSRY,2016,34.343746
CAN,UPPSRY,2017,34.412544
CAN,UPPSRY,2018,33.733723
CAN,UPPSRY,2019,32.48312
CAN,UPPSRY,2020,32.480804
CZE,BUPPSRY,1994,17.259413
CZE,BUPPSRY,1995,16.634739
CZE,BUPPSRY,1997,15.044655
CZE,BUPPSRY,1998,14.660916
CZE,BUPPSRY,1999,13.955545
CZE,BUPPSRY,2000,14.05798
CZE,BUPPSRY,2001,13.791635
CZE,BUPPSRY,2002,12.072922
CZE,BUPPSRY,2003,13.580705
CZE,BUPPSRY,2004,10.923604
CZE,BUPPSRY,2005,10.074598
CZE,BUPPSRY,2006,9.7202902
CZE,BUPPSRY,2007,9.4652252
CZE,BUPPSRY,2008,9.096694
CZE,BUPPSRY,2009,8.5971041
CZE,BUPPSRY,2010,8.0573692
CZE,BUPPSRY,2011,7.6677351
CZE,BUPPSRY,2012,7.5491762
CZE,BUPPSRY,2013,7.1797996
CZE,BUPPSRY,2014,6.8099089
CZE,BUPPSRY,2015,6.841207
CZE,BUPPSRY,2016,6.5732007
CZE,BUPPSRY,2017,6.2063141
CZE,BUPPSRY,2018,6.1394086
CZE,BUPPSRY,2019,6.2475748
CZE,BUPPSRY,2020,5.9468889
CZE,TRY,1994,10.051514
CZE,TRY,1995,10.607792
CZE,TRY,1997,10.605698
CZE,TRY,1998,10.390572
CZE,TRY,1999,10.835668
CZE,TRY,2000,10.963162
CZE,TRY,2001,11.131626
CZE,TRY,2002,11.94141
CZE,TRY,2003,12.005664
CZE,TRY,2004,12.345678
CZE,TRY,2005,13.058269
CZE,TRY,2006,13.522043
CZE,TRY,2007,13.732669
CZE,TRY,2008,14.498895
CZE,TRY,2009,15.544437
CZE,TRY,2010,16.764982
CZE,TRY,2011,18.243177
CZE,TRY,2012,19.277992
CZE,TRY,2013,20.45986
CZE,TRY,2014,21.51013
CZE,TRY,2015,22.186741
CZE,TRY,2016,22.971544
CZE,TRY,2017,23.927534
CZE,TRY,2018,24.262077
CZE,TRY,2019,24.212393
CZE,TRY,2020,24.853664
CZE,UPPSRY,1994,72.689072
CZE,UPPSRY,1995,72.757469
CZE,UPPSRY,1997,74.349648
CZE,UPPSRY,1998,74.948509
CZE,UPPSRY,1999,75.208786
CZE,UPPSRY,2000,74.978859
CZE,UPPSRY,2001,75.076736
CZE,UPPSRY,2002,75.985672
CZE,UPPSRY,2003,74.413628
CZE,UPPSRY,2004,76.730721
CZE,UPPSRY,2005,76.867134
CZE,UPPSRY,2006,76.757668
CZE,UPPSRY,2007,76.802109
CZE,UPPSRY,2008,76.404411
CZE,UPPSRY,2009,75.858459
CZE,UPPSRY,2010,75.17765
CZE,UPPSRY,2011,74.089088
CZE,UPPSRY,2012,73.172829
CZE,UPPSRY,2013,72.360344
CZE,UPPSRY,2014,71.679962
CZE,UPPSRY,2015,70.972054
CZE,UPPSRY,2016,70.455254
CZE,UPPSRY,2017,69.86615
CZE,UPPSRY,2018,69.598511
CZE,UPPSRY,2019,69.540031
CZE,UPPSRY,2020,69.199448
DNK,BUPPSRY,1981,49.742344
DNK,BUPPSRY,1988,42.824944
DNK,BUPPSRY,1991,38.506348
DNK,BUPPSRY,1992,41.092419
DNK,BUPPSRY,1994,40.017136
DNK,BUPPSRY,1995,34.520378
DNK,BUPPSRY,1998,21.488886
DNK,BUPPSRY,1999,20.368582
DNK,BUPPSRY,2000,20.218884
DNK,BUPPSRY,2001,19.33378
DNK,BUPPSRY,2002,18.908283
DNK,BUPPSRY,2003,19.446814
DNK,BUPPSRY,2004,18.778183
DNK,BUPPSRY,2005,18.983217
DNK,BUPPSRY,2006,18.359888
DNK,BUPPSRY,2007,25.721992
DNK,BUPPSRY,2008,24.899332
DNK,BUPPSRY,2009,24.137625
DNK,BUPPSRY,2010,23.289925
DNK,BUPPSRY,2011,22.021439
DNK,BUPPSRY,2012,21.165937
DNK,BUPPSRY,2013,20.812916
DNK,BUPPSRY,2014,20.446318
DNK,BUPPSRY,2015,20.280628
DNK,BUPPSRY,2016,19.726067
DNK,BUPPSRY,2017,19.052462
DNK,BUPPSRY,2018,18.940752
DNK,BUPPSRY,2019,18.410515
DNK,BUPPSRY,2020,18.64369
DNK,TRY,1981,14.713799
DNK,TRY,1988,17.505634
DNK,TRY,1991,18.318893
DNK,TRY,1992,19.203054
DNK,TRY,1994,19.617189
DNK,TRY,1995,21.589775
DNK,TRY,1998,25.355267
DNK,TRY,1999,26.50436
DNK,TRY,2000,25.777601
DNK,TRY,2001,28.41186
DNK,TRY,2002,29.61084
DNK,TRY,2003,31.847263
DNK,TRY,2004,32.848095
DNK,TRY,2005,33.544121
DNK,TRY,2006,34.719662
DNK,TRY,2007,30.903458
DNK,TRY,2008,31.126369
DNK,TRY,2009,32.001427
DNK,TRY,2010,33.002644
DNK,TRY,2011,33.662952
DNK,TRY,2012,34.639698
DNK,TRY,2013,35.204632
DNK,TRY,2014,35.800922
DNK,TRY,2015,36.565422
DNK,TRY,2016,37.766045
DNK,TRY,2017,38.889214
DNK,TRY,2018,39.44791
DNK,TRY,2019,40.353836
DNK,TRY,2020,39.326214
DNK,UPPSRY,1981,35.543858
DNK,UPPSRY,1988,39.669422
DNK,UPPSRY,1991,43.174759
DNK,UPPSRY,1992,39.704525
DNK,UPPSRY,1994,40.365673
DNK,UPPSRY,1995,43.889847
DNK,UPPSRY,1998,53.155849
DNK,UPPSRY,1999,53.12706
DNK,UPPSRY,2000,54.003513
DNK,UPPSRY,2001,52.25436
DNK,UPPSRY,2002,51.480877
DNK,UPPSRY,2003,48.705925
DNK,UPPSRY,2004,48.373722
DNK,UPPSRY,2005,47.472664
DNK,UPPSRY,2006,46.920448
DNK,UPPSRY,2007,43.37455
DNK,UPPSRY,2008,43.974297
DNK,UPPSRY,2009,43.86095
DNK,UPPSRY,2010,43.707432
DNK,UPPSRY,2011,44.315609
DNK,UPPSRY,2012,44.194366
DNK,UPPSRY,2013,43.982452
DNK,UPPSRY,2014,43.752758
DNK,UPPSRY,2015,43.15395
DNK,UPPSRY,2016,42.507889
DNK,UPPSRY,2017,42.058323
DNK,UPPSRY,2018,41.61134
DNK,UPPSRY,2019,41.235649
DNK,UPPSRY,2020,42.030094
FIN,BUPPSRY,2000,26.837576
FIN,BUPPSRY,2003,23.959745
FIN,BUPPSRY,2004,22.375042
FIN,BUPPSRY,2005,21.212481
FIN,BUPPSRY,2006,20.363401
FIN,BUPPSRY,2007,19.490316
FIN,BUPPSRY,2008,18.926767
FIN,BUPPSRY,2009,18.026873
FIN,BUPPSRY,2010,17.01717
FIN,BUPPSRY,2011,16.27569
FIN,BUPPSRY,2012,15.202716
FIN,BUPPSRY,2013,14.109433
FIN,BUPPSRY,2014,13.493114
FIN,BUPPSRY,2015,12.847135
FIN,BUPPSRY,2016,12.091855
FIN,BUPPSRY,2017,11.896179
FIN,BUPPSRY,2018,10.926194
FIN,BUPPSRY,2019,9.7360916
FIN,BUPPSRY,2020,8.7888527
FIN,TRY,2000,32.614372
FIN,TRY,2003,33.177582
FIN,TRY,2004,34.184566
FIN,TRY,2005,34.629433
FIN,TRY,2006,35.141739
FIN,TRY,2007,36.357056
FIN,TRY,2008,36.583557
FIN,TRY,2009,37.268574
FIN,TRY,2010,38.146343
FIN,TRY,2011,39.318207
FIN,TRY,2012,39.661289
FIN,TRY,2013,40.545231
FIN,TRY,2014,41.776676
FIN,TRY,2015,42.742619
FIN,TRY,2016,43.595264
FIN,TRY,2017,44.304253
FIN,TRY,2018,45.188133
FIN,TRY,2019,45.93438
FIN,TRY,2020,47.874241
FIN,UPPSRY,2000,40.54805
FIN,UPPSRY,2003,42.862675
FIN,UPPSRY,2004,43.440392
FIN,UPPSRY,2005,44.158085
FIN,UPPSRY,2006,44.494862
FIN,UPPSRY,2007,44.152626
FIN,UPPSRY,2008,44.489677
FIN,UPPSRY,2009,44.704552
FIN,UPPSRY,2010,44.836487
FIN,UPPSRY,2011,44.406101
FIN,UPPSRY,2012,45.135994
FIN,UPPSRY,2013,45.345337
FIN,UPPSRY,2014,44.730209
FIN,UPPSRY,2015,44.410244
FIN,UPPSRY,2016,44.312881
FIN,UPPSRY,2017,43.799568
FIN,UPPSRY,2018,43.885674
FIN,UPPSRY,2019,44.329529
FIN,UPPSRY,2020,43.336906
FRA,BUPPSRY,1981,60.617386
FRA,BUPPSRY,1989,51.909286
FRA,BUPPSRY,1991,49.466606
FRA,BUPPSRY,1992,45.963066
FRA,BUPPSRY,1994,42.228619
FRA,BUPPSRY,1995,40.939255
FRA,BUPPSRY,1997,40.507431
FRA,BUPPSRY,1998,39.278065
FRA,BUPPSRY,1999,38.137104
FRA,BUPPSRY,2000,37.759026
FRA,BUPPSRY,2001,36.132778
FRA,BUPPSRY,2002,35.226971
FRA,BUPPSRY,2003,34.777859
FRA,BUPPSRY,2004,34.187824
FRA,BUPPSRY,2005,33.189934
FRA,BUPPSRY,2006,32.571041
FRA,BUPPSRY,2007,31.532801
FRA,BUPPSRY,2008,30.401829
FRA,BUPPSRY,2009,29.745792
FRA,BUPPSRY,2010,29.233322
FRA,BUPPSRY,2011,28.385553
FRA,BUPPSRY,2012,27.465466
FRA,BUPPSRY,2013,25.153784
FRA,BUPPSRY,2014,22.681496
FRA,BUPPSRY,2015,22.467602
FRA,BUPPSRY,2016,21.89171
FRA,BUPPSRY,2017,21.615114
FRA,BUPPSRY,2018,20.640024
FRA,BUPPSRY,2019,19.56168
FRA,BUPPSRY,2020,18.510624
FRA,TRY,1981,10.880725
FRA,TRY,1989,13.757461
FRA,TRY,1991,15.144846
FRA,TRY,1992,15.980103
FRA,TRY,1994,17.80175
FRA,TRY,1995,18.608873
FRA,TRY,1997,20.023951
FRA,TRY,1998,20.597754
FRA,TRY,1999,21.456413
FRA,TRY,2000,21.58481
FRA,TRY,2001,23.020861
FRA,TRY,2002,23.98011
FRA,TRY,2003,23.917387
FRA,TRY,2004,24.383652
FRA,TRY,2005,25.425774
FRA,TRY,2006,26.183411
FRA,TRY,2007,26.646099
FRA,TRY,2008,27.233906
FRA,TRY,2009,28.588057
FRA,TRY,2010,29.006897
FRA,TRY,2011,29.767
FRA,TRY,2012,30.856123
FRA,TRY,2013,32.105263
FRA,TRY,2014,33.539047
FRA,TRY,2015,34.085361
FRA,TRY,2016,34.582485
FRA,TRY,2017,35.213791
FRA,TRY,2018,36.897491
FRA,TRY,2019,37.904724
FRA,TRY,2020,39.717316
FRA,UPPSRY,1981,28.501892
FRA,UPPSRY,1989,34.333252
FRA,UPPSRY,1991,35.388546
FRA,UPPSRY,1992,38.056831
FRA,UPPSRY,1994,39.969631
FRA,UPPSRY,1995,40.45187
FRA,UPPSRY,1997,39.468616
FRA,UPPSRY,1998,40.124184
FRA,UPPSRY,1999,40.406479
FRA,UPPSRY,2000,40.656166
FRA,UPPSRY,2001,40.846359
FRA,UPPSRY,2002,40.792923
FRA,UPPSRY,2003,41.304752
FRA,UPPSRY,2004,41.428524
FRA,UPPSRY,2005,41.384293
FRA,UPPSRY,2006,41.245548
FRA,UPPSRY,2007,41.821098
FRA,UPPSRY,2008,42.364265
FRA,UPPSRY,2009,41.666153
FRA,UPPSRY,2010,41.759781
FRA,UPPSRY,2011,41.847446
FRA,UPPSRY,2012,41.67841
FRA,UPPSRY,2013,42.740952
FRA,UPPSRY,2014,43.779457
FRA,UPPSRY,2015,43.447037
FRA,UPPSRY,2016,43.525806
FRA,UPPSRY,2017,43.171093
FRA,UPPSRY,2018,42.462482
FRA,UPPSRY,2019,42.533596
FRA,UPPSRY,2020,41.77206
DEU,BUPPSRY,1989,21.636534
DEU,BUPPSRY,1991,18.18479
DEU,BUPPSRY,1992,18.084284
DEU,BUPPSRY,1994,15.993667
DEU,BUPPSRY,1995,16.322004
DEU,BUPPSRY,1997,16.763416
DEU,BUPPSRY,1998,16.236273
DEU,BUPPSRY,1999,18.763994
DEU,BUPPSRY,2000,18.273834
DEU,BUPPSRY,2001,17.3916
DEU,BUPPSRY,2002,17.012363
DEU,BUPPSRY,2003,16.622698
DEU,BUPPSRY,2004,16.099459
DEU,BUPPSRY,2005,16.892855
DEU,BUPPSRY,2006,16.763083
DEU,BUPPSRY,2007,15.584911
DEU,BUPPSRY,2008,14.668834
DEU,BUPPSRY,2009,14.520243
DEU,BUPPSRY,2010,14.189683
DEU,BUPPSRY,2011,13.74963
DEU,BUPPSRY,2012,13.699094
DEU,BUPPSRY,2013,13.679199
DEU,BUPPSRY,2014,13.096583
DEU,BUPPSRY,2015,13.208749
DEU,BUPPSRY,2016,13.523512
DEU,BUPPSRY,2017,13.478389
DEU,BUPPSRY,2018,13.324821
DEU,BUPPSRY,2019,13.27747
DEU,BUPPSRY,2020,13.894735
DEU,TRY,1989,17.377905
DEU,TRY,1991,21.774984
DEU,TRY,1992,21.395245
DEU,TRY,1994,22.098492
DEU,TRY,1995,22.59786
DEU,TRY,1997,22.643158
DEU,TRY,1998,23.000015
DEU,TRY,1999,22.895208
DEU,TRY,2000,23.498837
DEU,TRY,2001,23.222008
DEU,TRY,2002,23.427382
DEU,TRY,2003,23.982014
DEU,TRY,2004,24.931704
DEU,TRY,2005,24.552816
DEU,TRY,2006,23.947578
DEU,TRY,2007,24.299988
DEU,TRY,2008,25.400061
DEU,TRY,2009,26.385326
DEU,TRY,2010,26.609148
DEU,TRY,2011,27.562323
DEU,TRY,2012,28.121572
DEU,TRY,2013,28.47327
DEU,TRY,2014,27.057884
DEU,TRY,2015,27.638235
DEU,TRY,2016,28.291723
DEU,TRY,2017,28.58337
DEU,TRY,2018,29.065134
DEU,TRY,2019,29.900126
DEU,TRY,2020,31.255043
DEU,UPPSRY,1989,60.985561
DEU,UPPSRY,1991,60.040226
DEU,UPPSRY,1992,60.520473
DEU,UPPSRY,1994,61.907841
DEU,UPPSRY,1995,61.080135
DEU,UPPSRY,1997,60.593426
DEU,UPPSRY,1998,60.76371
DEU,UPPSRY,1999,58.340797
DEU,UPPSRY,2000,58.227329
DEU,UPPSRY,2001,59.386391
DEU,UPPSRY,2002,59.560257
DEU,UPPSRY,2003,59.395287
DEU,UPPSRY,2004,58.968838
DEU,UPPSRY,2005,58.554329
DEU,UPPSRY,2006,59.289337
DEU,UPPSRY,2007,60.115101
DEU,UPPSRY,2008,59.931107
DEU,UPPSRY,2009,59.094433
DEU,UPPSRY,2010,59.201168
DEU,UPPSRY,2011,58.688049
DEU,UPPSRY,2012,58.179337
DEU,UPPSRY,2013,57.84753
DEU,UPPSRY,2014,59.845531
DEU,UPPSRY,2015,59.153015
DEU,UPPSRY,2016,58.184765
DEU,UPPSRY,2017,57.93824
DEU,UPPSRY,2018,57.610046
DEU,UPPSRY,2019,56.822407
DEU,UPPSRY,2020,54.85022
GRC,BUPPSRY,1987,69.771255
GRC,BUPPSRY,1988,68.195236
GRC,BUPPSRY,1989,66.900887
GRC,BUPPSRY,1990,66.015121
GRC,BUPPSRY,1991,64.376518
GRC,BUPPSRY,1992,63.549957
GRC,BUPPSRY,1993,60.966427
GRC,BUPPSRY,1994,58.696846
GRC,BUPPSRY,1995,57.455963
GRC,BUPPSRY,1996,55.831074
GRC,BUPPSRY,1997,54.459099
GRC,BUPPSRY,1998,52.167694
GRC,BUPPSRY,1999,52.244076
GRC,BUPPSRY,2000,50.712349
GRC,BUPPSRY,2001,49.770618
GRC,BUPPSRY,2002,48.158752
GRC,BUPPSRY,2003,46.452507
GRC,BUPPSRY,2004,43.350311
GRC,BUPPSRY,2005,42.286209
GRC,BUPPSRY,2006,40.75304
GRC,BUPPSRY,2007,39.922272
GRC,BUPPSRY,2008,38.692974
GRC,BUPPSRY,2009,38.5051
GRC,BUPPSRY,2010,37.26366
GRC,BUPPSRY,2011,35.445217
GRC,BUPPSRY,2012,34.217484
GRC,BUPPSRY,2013,32.80518
GRC,BUPPSRY,2014,31.733679
GRC,BUPPSRY,2015,29.780088
GRC,BUPPSRY,2016,28.349747
GRC,BUPPSRY,2017,27.290607
GRC,BUPPSRY,2018,26.630527
GRC,BUPPSRY,2019,26.043503
GRC,BUPPSRY,2020,23.603962
GRC,TRY,1987,8.7879772
GRC,TRY,1988,9.6034136
GRC,TRY,1989,9.9697104
GRC,TRY,1990,10.545712
GRC,TRY,1991,10.997955
GRC,TRY,1992,12.241859
GRC,TRY,1993,12.991105
GRC,TRY,1994,13.89668
GRC,TRY,1995,14.274186
GRC,TRY,1996,15.142701
GRC,TRY,1997,15.622277
GRC,TRY,1998,16.878386
GRC,TRY,1999,17.338158
